Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),mean_tries,success_rate,hard_mode_pct,year,month,day,weekday,word_len
2022-02-13,239.0,robin,277471.0,3249.0,0.01,0.06,0.29,0.34,0.21,0.08,0.01,3.9600000000000004,0.9899999999999999,0.011709331786024485,2022,2,13,6,5
2022-02-12,238.0,ultra,269885.0,9310.0,0.01,0.07,0.23,0.34,0.24,0.1,0.01,4.07,0.99,0.034496174296459604,2022,2,12,5,5
2022-02-11,237.0,ulcer,278826.0,10631.0,0.01,0.04,0.18,0.3,0.28,0.16,0.03,4.4,0.9700000000000001,0.038127721231162086,2022,2,11,4,5
2022-02-10,236.0,pause,304830.0,13480.0,0.01,0.08,0.26,0.32,0.21,0.1,0.02,4.020000000000001,0.9799999999999999,0.04422136928779976,2022,2,10,3,5
2022-02-09,235.0,humor,305372.0,13846.0,0.01,0.05,0.22,0.34,0.25,0.11,0.02,4.18,0.9800000000000001,0.04534141964554707,2022,2,9,2,5
2022-02-08,234.0,frame,336236.0,15369.0,0.01,0.1,0.2,0.24,0.24,0.17,0.03,4.242424242424242,0.9600000000000001,0.045708966321274344,2022,2,8,1,5
2022-02-07,233.0,elder,288228.0,13340.0,0.01,0.03,0.13,0.24,0.3,0.24,0.05,4.709999999999999,0.95,0.04628280389136378,2022,2,7,0,5
2022-02-06,232.0,skill,311018.0,13716.0,0.01,0.03,0.17,0.33,0.27,0.16,0.03,4.42,0.9700000000000001,0.04410034145933676,2022,2,6,6,5
2022-02-05,231.0,aloft,319698.0,13708.0,0.01,0.04,0.22,0.36,0.25,0.11,0.02,4.198019801980197,0.99,0.04287796608048846,2022,2,5,5,5
2022-02-04,230.0,pleat,359679.0,14813.0,0.01,0.1,0.28,0.31,0.19,0.09,0.02,3.920000000000001,0.9799999999999999,0.041183944572799634,2022,2,4,4,5
2022-02-03,229.0,shard,358176.0,14609.0,0.01,0.07,0.22,0.28,0.25,0.14,0.04,4.257425742574258,0.9700000000000001,0.04078721075672295,2022,2,3,3,5
2022-02-02,228.0,moist,361908.0,14205.0,0.03,0.13,0.32,0.29,0.16,0.07,0.01,3.663366336633663,1.0,0.03925030670778209,2022,2,2,2,5
2022-02-01,227.0,those,351663.0,13606.0,0.01,0.13,0.34,0.3,0.15,0.06,0.01,3.67,0.99,0.03869045080090883,2022,2,1,1,5
2022-01-31,226.0,light,341314.0,13347.0,0.01,0.1,0.25,0.27,0.19,0.12,0.05,4.1010101010101,0.9400000000000001,0.03910475398020591,2022,1,31,0,5
2022-01-30,225.0,wrung,294687.0,11524.0,0.0,0.02,0.18,0.39,0.27,0.12,0.02,4.35,0.98,0.03910589880110083,2022,1,30,6,5
2022-01-29,224.0,could,313220.0,11592.0,0.01,0.07,0.29,0.35,0.2,0.08,0.01,3.930693069306931,0.9999999999999999,0.037009130962262944,2022,1,29,5,5
2022-01-28,223.0,perky,296968.0,11148.0,0.01,0.04,0.17,0.3,0.27,0.17,0.04,4.45,0.9600000000000001,0.037539398184316154,2022,1,28,4,5
2022-01-27,222.0,mount,331844.0,11451.0,0.01,0.09,0.29,0.33,0.19,0.07,0.01,3.8585858585858586,0.98,0.03450717807162402,2022,1,27,3,5
2022-01-26,221.0,whack,302348.0,10163.0,0.01,0.04,0.22,0.37,0.24,0.1,0.02,4.169999999999999,0.98,0.03361358434651461,2022,1,26,2,5
2022-01-25,220.0,sugar,276404.0,8708.0,0.01,0.06,0.25,0.34,0.23,0.09,0.01,4.0404040404040416,0.98,0.03150460919523596,2022,1,25,1,5
2022-01-24,219.0,knoll,258038.0,8317.0,0.01,0.01,0.11,0.29,0.33,0.21,0.04,4.71,0.96,0.032231686805819296,2022,1,24,0,5
2022-01-23,218.0,crimp,269929.0,7630.0,0.01,0.05,0.28,0.38,0.2,0.07,0.01,3.96,0.99,0.02826669235243342,2022,1,23,6,5
2022-01-22,217.0,wince,241489.0,6850.0,0.01,0.03,0.17,0.33,0.29,0.15,0.03,4.415841584158416,0.9800000000000001,0.02836568125256223,2022,1,22,5,5
2022-01-21,216.0,prick,273727.0,7409.0,0.01,0.08,0.3,0.33,0.19,0.07,0.01,3.8686868686868685,0.98,0.027067114314627348,2022,1,21,4,5
2022-01-20,215.0,robot,243964.0,6589.0,0.01,0.08,0.29,0.34,0.2,0.08,0.01,3.9108910891089113,0.9999999999999999,0.027008083159810462,2022,1,20,3,5
2022-01-19,214.0,point,280622.0,7094.0,0.01,0.16,0.37,0.28,0.12,0.04,0.01,3.5050505050505047,0.9800000000000001,0.02527955755429011,2022,1,19,2,5
2022-01-18,213.0,proxy,220950.0,6206.0,0.01,0.02,0.11,0.24,0.31,0.26,0.06,4.821782178217821,0.95,0.028087802670287397,2022,1,18,1,5
2022-01-17,212.0,shire,222197.0,5640.0,0.01,0.08,0.32,0.32,0.18,0.08,0.02,3.891089108910892,0.9899999999999999,0.025382880956988617,2022,1,17,0,5
2022-01-16,211.0,solar,209609.0,4955.0,0.01,0.09,0.32,0.32,0.18,0.07,0.01,3.8199999999999994,0.99,0.023639252131349323,2022,1,16,6,5
2022-01-15,210.0,panic,205880.0,4655.0,0.01,0.09,0.35,0.34,0.16,0.05,0.01,3.732673267326732,1.0,0.022610258402953175,2022,1,15,5,5
2022-01-14,209.0,tangy,169484.0,3985.0,0.01,0.04,0.21,0.3,0.24,0.15,0.05,4.369999999999999,0.9500000000000001,0.02351254395695169,2022,1,14,4,5
2022-01-13,208.0,abbey,132726.0,3345.0,0.01,0.02,0.13,0.29,0.31,0.2,0.03,4.6060606060606055,0.96,0.025202296460377017,2022,1,13,3,5
2022-01-12,207.0,favor,137586.0,3073.0,0.01,0.04,0.15,0.26,0.29,0.21,0.04,4.57,0.96,0.022335121305946826,2022,1,12,2,5
2022-01-11,206.0,drink,153880.0,3017.0,0.01,0.09,0.35,0.34,0.16,0.05,0.01,3.732673267326732,1.0,0.019606186638939434,2022,1,11,1,5
2022-01-10,205.0,query,107134.0,2242.0,0.01,0.04,0.16,0.3,0.3,0.17,0.02,4.43,0.9800000000000001,0.02092706330389979,2022,1,10,0,5
2022-01-09,204.0,gorge,91477.0,1913.0,0.01,0.03,0.13,0.27,0.3,0.22,0.04,4.640000000000001,0.96,0.020912360484056102,2022,1,9,6,5
2022-01-08,203.0,crank,101503.0,1763.0,0.01,0.05,0.23,0.31,0.24,0.14,0.02,4.22,0.9800000000000001,0.017368944760253392,2022,1,8,5,5
2022-01-07,202.0,slump,80630.0,1362.0,0.01,0.03,0.23,0.39,0.24,0.09,0.01,4.130000000000001,0.99,0.01689197569142999,2022,1,7,4,5
